,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,v31r9!t,True,1,2,equal,ST2_high_2_a2,P = T1?,Same,2,2,high,112,1.09,82,1.48,82,1.59,No,unsure,cr,4.20581316947937,NA
1,v31r9!t,True,2,2,equal,ST2_low_1_a2,P = T2?,Same,2,2,low,82,1.37,132,1.06,132,0.83,Yes,sure,hit,1.6886229515075684,NA
2,v31r9!t,True,3,2,equal,ST1_high_2_a1,P = T1?,Same,1,1,high,112,1.26,82,1.52,112,0.92,No,quiteSure,miss,3.1749770641326904,NA
3,v31r9!t,True,4,2,equal,ST1_high_3_a1,P = T2?,Same,1,1,high,70,1.39,96,1.19,70,1.68,No,quiteSure,cr,4.836790084838867,NA
4,v31r9!t,True,5,2,equal,STb_8_a2,P = T1?,Same,0,2,None,180,0.8,180,0.8,180,0.89,Yes,quiteSure,hit,3.8007729053497314,NA
5,v31r9!t,True,6,2,equal,ST1_low_6_a1,P = T1?,Same,1,1,low,154,0.96,96,1.2,154,0.87,Yes,quiteSure,hit,1.3052608966827393,NA
6,v31r9!t,True,7,2,equal,DT2_low_5_a2,P = T1?,Different,2,2,low,96,1.37,154,0.72,180,0.81,No,quiteSure,cr,2.0480778217315674,NA
7,v31r9!t,True,8,2,equal,STb_1_a1,P = T2?,Same,0,1,None,60,2.08,60,1.63,60,1.75,Yes,sure,hit,4.680087089538574,NA
8,v31r9!t,True,9,2,equal,DT1_low_1_a2,P = T1?,Different,1,2,low,82,1.35,132,0.9,70,1.51,No,quiteSure,miss,3.037025213241577,NA
9,v31r9!t,True,10,2,equal,ST2_high_1_a1,P = T1?,Same,2,1,high,82,1.12,112,0.99,112,0.81,No,quiteSure,cr,1.6919560432434082,NA
10,v31r9!t,True,11,2,equal,STb_4_a1,P = T1?,Same,0,1,None,96,1.25,96,1.27,96,1.07,No,quiteSure,miss,1.6197929382324219,NA
11,v31r9!t,True,12,2,equal,DT2_high_4_a1,P = T2?,Different,2,1,high,96,1.36,70,1.56,60,1.78,Yes,sure,hit,1.5513463020324707,NA
12,v31r9!t,True,13,2,equal,STb_4_a1,P = T2?,Same,0,1,None,96,1.06,96,1.27,96,1.21,Yes,sure,hit,1.3741397857666016,NA
13,v31r9!t,True,14,2,equal,DT1_low_3_a2,P = T2?,Different,1,2,low,70,1.66,112,1.08,60,1.75,No,sure,cr,4.297121047973633,NA
14,v31r9!t,True,15,2,equal,ST1_high_1_a1,P = T2?,Same,1,1,high,82,1.11,112,1.02,82,1.39,No,sure,cr,5.287415027618408,NA
15,v31r9!t,True,16,2,equal,ST2_high_3_a2,P = T2?,Same,2,2,high,70,1.84,96,1.06,96,1.22,Yes,sure,hit,1.4432368278503418,0.625
16,v31r9!t,False,1,2,equal,ST2_high_1_a2,P = T1?,Same,2,2,high,82,1.6,112,1.02,112,1.1,No,quiteSure,cr,1.9630417823791504,NA
17,v31r9!t,False,2,2,equal,ST2_high_2_a2,P = T2?,Same,2,2,high,112,1.03,82,1.59,82,1.28,Yes,sure,hit,1.2605688571929932,NA
18,v31r9!t,False,3,2,equal,ST1_low_5_a1,P = T2?,Same,1,1,low,96,1.36,154,0.95,96,1.14,No,sure,cr,1.5315520763397217,NA
19,v31r9!t,False,4,2,equal,ST1_high_5_a2,P = T2?,Same,1,2,high,96,1.11,132,0.82,96,1.16,Yes,sure,fa,7.785851001739502,NA
20,v31r9!t,False,5,2,equal,ST1_low_2_a2,P = T2?,Same,1,2,low,132,0.89,82,1.46,132,0.87,No,quiteSure,cr,1.5959889888763428,NA
