,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,6dg8k!1,True,1,2,equal,STb_2_a1,P = T2?,Same,0,1,None,70,1.58,70,1.59,70,1.43,Yes,quiteSure,hit,14.682011127471924,NA
1,6dg8k!1,True,2,2,equal,ST1_high_5_a2,P = T1?,Same,1,2,high,96,1.14,132,0.76,96,1.23,Yes,quiteSure,hit,3.1316580772399902,NA
2,6dg8k!1,True,3,2,equal,DT1_high_6_a2,P = T1?,Different,1,2,high,132,1.0,96,1.22,154,0.92,Yes,quiteSure,hit,1.240588665008545,NA
3,6dg8k!1,True,4,2,equal,ST2_high_1_a1,P = T1?,Same,2,1,high,82,1.28,112,1.02,112,1.03,No,quiteSure,cr,3.4456560611724854,NA
4,6dg8k!1,True,5,2,equal,STb_6_a1,P = T1?,Same,0,1,None,132,0.77,132,0.88,132,0.88,Yes,quiteSure,hit,2.8610730171203613,NA
5,6dg8k!1,True,6,2,equal,ST1_low_4_a2,P = T1?,Same,1,2,low,112,1.24,70,1.34,112,1.04,Yes,quiteSure,hit,3.536113977432251,NA
6,6dg8k!1,True,7,2,equal,STb_2_a2,P = T1?,Same,0,2,None,70,1.6,70,1.96,70,1.59,No,quiteSure,miss,3.2392659187316895,NA
7,6dg8k!1,True,8,2,equal,STb_4_a2,P = T2?,Same,0,2,None,96,1.34,96,1.35,96,1.33,Yes,quiteSure,hit,4.408238887786865,NA
8,6dg8k!1,True,9,2,equal,ST1_low_5_a1,P = T2?,Same,1,1,low,96,1.41,154,0.66,96,1.38,No,quiteSure,cr,2.9450361728668213,NA
9,6dg8k!1,True,10,2,equal,DT2_low_3_a1,P = T2?,Different,2,1,low,70,1.7,112,1.09,132,0.8,Yes,quiteSure,hit,3.0613350868225098,NA
10,6dg8k!1,True,11,2,equal,DT1_low_6_a2,P = T2?,Different,1,2,low,154,0.73,96,1.21,180,0.92,No,quiteSure,cr,2.479515790939331,NA
