,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,l4j#10q,True,1,2,unequal,ST1_high_2_a1,P != T1?,Same,1,1,high,112,1.25,82,1.45,112,1.17,No,unsure,cr,13.060955047607422,NA
1,l4j#10q,True,2,2,unequal,DT2_high_3_a1,P != T2?,Different,2,1,high,70,1.73,96,1.14,112,1.09,No,unsure,cr,4.54335880279541,NA
2,l4j#10q,True,3,2,unequal,ST2_low_3_a1,P != T2?,Same,2,1,low,70,1.2,112,0.84,112,1.07,No,quiteSure,cr,2.0956289768218994,NA
3,l4j#10q,True,4,2,unequal,ST2_high_1_a1,P != T1?,Same,2,1,high,82,1.37,112,0.81,112,1.05,Yes,quiteSure,hit,3.1078829765319824,NA
4,l4j#10q,True,5,2,unequal,ST1_high_6_a1,P != T2?,Same,1,1,high,132,0.86,96,0.96,132,1.09,Yes,quiteSure,hit,2.948646068572998,NA
5,l4j#10q,True,6,2,unequal,DT1_low_6_a1,P != T1?,Different,1,1,low,154,0.79,96,1.43,180,0.94,Yes,quiteSure,fa,2.6613576412200928,NA
6,l4j#10q,True,7,2,unequal,STb_1_a2,P != T2?,Same,0,2,None,60,1.77,60,1.47,60,1.44,No,quiteSure,cr,2.143489122390747,NA
7,l4j#10q,True,8,2,unequal,STb_3_a2,P != T2?,Same,0,2,None,82,1.57,82,1.2,82,1.09,No,quiteSure,cr,2.1837081909179688,NA
8,l4j#10q,True,9,2,unequal,DT2_low_5_a2,P != T2?,Different,2,2,low,96,1.13,154,0.8,180,0.92,No,quiteSure,cr,2.592200756072998,NA
9,l4j#10q,True,10,2,unequal,ST1_low_2_a1,P != T2?,Same,1,1,low,132,0.99,82,1.79,132,0.88,Yes,quiteSure,hit,7.542011976242065,NA
10,l4j#10q,True,11,2,unequal,DT2_low_6_a2,P != T1?,Different,2,2,low,154,0.94,96,1.08,82,1.52,Yes,quiteSure,hit,4.008880853652954,NA
11,l4j#10q,True,12,2,unequal,ST2_low_2_a2,P != T2?,Same,2,2,low,132,1.03,82,1.79,82,1.59,No,quiteSure,cr,3.5333311557769775,NA
12,l4j#10q,True,13,2,unequal,STb_8_a1,P != T1?,Same,0,1,None,180,0.78,180,0.85,180,0.73,No,quiteSure,cr,2.6590468883514404,NA
13,l4j#10q,True,14,2,unequal,STb_8_a2,P != T1?,Same,0,2,None,180,0.86,180,0.94,180,0.85,No,sure,cr,1.3074901103973389,NA
14,l4j#10q,True,15,2,unequal,ST2_high_3_a2,P != T1?,Same,2,2,high,70,1.29,96,1.46,96,1.04,No,unsure,miss,4.009958982467651,NA
15,l4j#10q,True,16,2,unequal,ST1_low_6_a1,P != T1?,Same,1,1,low,154,0.83,96,1.31,154,0.89,Yes,unsure,fa,5.626569986343384,0.625
16,l4j#10q,False,1,2,unequal,ST2_high_3_a2,P != T1?,Same,2,2,high,70,1.53,96,1.12,96,1.13,Yes,quiteSure,hit,3.107821226119995,NA
17,l4j#10q,False,2,2,unequal,ST1_high_4_a1,P != T2?,Same,1,1,high,96,1.08,70,1.48,96,1.26,No,quiteSure,miss,2.0264039039611816,NA
18,l4j#10q,False,3,2,unequal,ST1_low_2_a2,P != T1?,Same,1,2,low,132,1.01,82,1.38,132,0.92,No,quiteSure,cr,2.766671895980835,NA
19,l4j#10q,False,4,2,unequal,ST1_high_3_a2,P != T2?,Same,1,2,high,70,1.54,96,1.2,70,1.52,Yes,quiteSure,hit,8.01233196258545,NA
20,l4j#10q,False,5,2,unequal,ST2_low_5_a2,P != T1?,Same,2,2,low,96,1.34,154,0.72,154,0.82,Yes,quiteSure,hit,3.9843592643737793,NA
21,l4j#10q,False,6,2,unequal,STb_3_a1,P != T1?,Same,0,1,None,82,1.31,82,1.41,82,1.39,No,quiteSure,cr,3.7086141109466553,NA
22,l4j#10q,False,7,2,unequal,ST2_low_3_a1,P != T1?,Same,2,1,low,70,1.74,112,1.07,112,1.12,Yes,quiteSure,hit,1.8935470581054688,NA
23,l4j#10q,False,8,2,unequal,ST2_high_1_a1,P != T1?,Same,2,1,high,82,1.54,112,1.2,112,1.0,Yes,quiteSure,hit,5.2182042598724365,NA
24,l4j#10q,False,9,2,unequal,STb_1_a1,P != T1?,Same,0,1,None,60,1.98,60,1.91,60,1.68,No,quiteSure,cr,2.6149230003356934,NA
25,l4j#10q,False,10,2,unequal,ST1_low_6_a1,P != T2?,Same,1,1,low,154,0.94,96,1.27,154,0.91,No,quiteSure,miss,2.1558778285980225,NA
26,l4j#10q,False,11,2,unequal,DT1_low_4_a2,P != T2?,Different,1,2,low,112,1.17,70,1.68,132,0.8,Yes,quiteSure,hit,1.8242671489715576,NA
27,l4j#10q,False,12,2,unequal,ST2_low_5_a1,P != T2?,Same,2,1,low,96,1.25,154,0.76,154,0.76,No,quiteSure,cr,2.9923160076141357,NA
28,l4j#10q,False,13,2,unequal,ST1_low_3_a1,P != T1?,Same,1,1,low,70,1.59,112,1.21,70,1.66,No,quiteSure,cr,2.9473929405212402,NA
29,l4j#10q,False,14,2,unequal,ST1_high_5_a2,P != T1?,Same,1,2,high,96,1.35,132,1.05,96,1.37,No,quiteSure,cr,1.4428191184997559,NA
30,l4j#10q,False,15,2,unequal,ST2_low_2_a1,P != T2?,Same,2,1,low,132,1.04,82,1.35,82,1.41,No,quiteSure,cr,1.6987111568450928,NA
31,l4j#10q,False,16,2,unequal,ST1_high_2_a1,P != T2?,Same,1,1,high,112,0.95,82,1.42,112,1.1,No,quiteSure,miss,1.148132085800171,NA
32,l4j#10q,False,17,2,unequal,ST1_low_2_a2,P != T2?,Same,1,2,low,132,0.98,82,1.5,132,0.89,Yes,quiteSure,hit,3.5806500911712646,NA
33,l4j#10q,False,18,2,unequal,ST1_high_3_a1,P != T2?,Same,1,1,high,70,1.84,96,1.4,70,1.38,Yes,quiteSure,hit,3.0842208862304688,NA
34,l4j#10q,False,19,2,unequal,ST1_high_5_a2,P != T2?,Same,1,2,high,96,1.17,132,1.0,96,1.13,Yes,quiteSure,hit,1.5970890522003174,NA
35,l4j#10q,False,20,2,unequal,ST1_high_5_a2,P != T1?,Same,1,2,high,96,1.27,132,0.8,96,1.35,Yes,quiteSure,fa,2.4538040161132812,NA
36,l4j#10q,False,21,2,unequal,ST1_low_2_a1,P != T1?,Same,1,1,low,132,0.97,82,1.41,132,0.82,No,unsure,cr,3.104733943939209,NA
37,l4j#10q,False,22,2,unequal,ST2_high_1_a1,P != T2?,Same,2,1,high,82,1.55,112,0.99,112,0.93,No,unsure,cr,5.4878129959106445,NA
38,l4j#10q,False,23,2,unequal,DT1_high_2_a2,P != T2?,Different,1,2,high,112,1.06,82,1.33,132,0.91,No,unsure,miss,9.584120988845825,NA
39,l4j#10q,False,24,2,unequal,ST2_high_6_a1,P != T1?,Same,2,1,high,132,0.79,96,1.38,96,1.42,Yes,unsure,hit,5.310208082199097,NA
40,l4j#10q,False,25,2,unequal,ST1_high_6_a1,P != T2?,Same,1,1,high,132,0.86,96,0.96,132,1.09,Yes,unsure,hit,2.9619688987731934,NA
41,l4j#10q,False,26,2,unequal,ST1_high_5_a1,P != T2?,Same,1,1,high,96,1.42,132,0.88,96,1.42,No,quiteSure,miss,2.4796948432922363,NA
42,l4j#10q,False,27,2,unequal,ST2_high_4_a2,P != T2?,Same,2,2,high,96,1.15,70,1.43,70,1.84,No,sure,cr,1.2620139122009277,NA
43,l4j#10q,False,28,2,unequal,ST1_low_3_a1,P != T2?,Same,1,1,low,70,1.74,112,1.15,70,1.41,Yes,unsure,hit,3.892575979232788,NA
44,l4j#10q,False,29,2,unequal,ST1_high_4_a1,P != T1?,Same,1,1,high,96,1.18,70,1.62,96,1.14,No,unsure,cr,2.0963399410247803,NA
45,l4j#10q,False,30,2,unequal,ST2_low_3_a1,P != T2?,Same,2,1,low,70,1.65,112,1.06,112,1.11,No,quiteSure,cr,2.569507122039795,NA
46,l4j#10q,False,31,2,unequal,ST2_high_3_a1,P != T2?,Same,2,1,high,70,1.77,96,1.35,96,1.22,Yes,quiteSure,fa,5.054163932800293,NA
47,l4j#10q,False,32,2,unequal,ST2_low_2_a2,P != T1?,Same,2,2,low,132,1.02,82,1.61,82,1.49,Yes,quiteSure,hit,5.534336805343628,NA
48,l4j#10q,False,33,2,unequal,ST1_low_4_a2,P != T1?,Same,1,2,low,112,0.92,70,1.54,112,0.99,No,quiteSure,cr,1.4211161136627197,NA
49,l4j#10q,False,34,2,unequal,ST2_low_4_a1,P != T2?,Same,2,1,low,112,1.1,70,1.53,70,1.42,No,unsure,cr,3.0361828804016113,NA
50,l4j#10q,False,35,2,unequal,STb_6_a2,P != T1?,Same,0,2,None,132,0.8,132,0.88,132,0.97,Yes,unsure,fa,2.1156113147735596,NA
51,l4j#10q,False,36,2,unequal,ST1_high_1_a1,P != T1?,Same,1,1,high,82,1.27,112,1.02,82,1.25,No,unsure,cr,8.5731201171875,NA
52,l4j#10q,False,37,2,unequal,ST1_low_1_a1,P != T2?,Same,1,1,low,82,1.23,132,0.91,82,1.36,Yes,quiteSure,hit,6.776599645614624,NA
53,l4j#10q,False,38,2,unequal,ST2_low_4_a1,P != T1?,Same,2,1,low,112,0.99,70,1.74,70,1.72,Yes,quiteSure,hit,4.438658952713013,NA
54,l4j#10q,False,39,2,unequal,ST1_high_6_a2,P != T2?,Same,1,2,high,132,1.04,96,1.07,132,0.86,No,unsure,miss,5.419309616088867,NA
55,l4j#10q,False,40,2,unequal,DT2_low_3_a1,P != T1?,Different,2,1,low,70,1.6,112,1.13,132,0.94,Yes,unsure,hit,2.544933795928955,NA
56,l4j#10q,False,41,2,unequal,ST2_low_1_a2,P != T1?,Same,2,2,low,82,1.54,132,0.83,132,1.04,Yes,quiteSure,hit,6.2362329959869385,NA
57,l4j#10q,False,42,2,unequal,ST2_low_6_a2,P != T2?,Same,2,2,low,154,0.71,96,1.24,96,1.11,Yes,quiteSure,fa,5.719909906387329,NA
58,l4j#10q,False,43,2,unequal,ST2_high_6_a1,P != T2?,Same,2,1,high,132,0.88,96,1.29,96,1.37,No,quiteSure,cr,2.094446897506714,NA
59,l4j#10q,False,44,2,unequal,ST2_low_6_a2,P != T2?,Same,2,2,low,154,0.75,96,1.22,96,1.33,Yes,unsure,fa,5.64985203742981,NA
60,l4j#10q,False,45,2,unequal,ST2_high_3_a1,P != T1?,Same,2,1,high,70,1.43,96,1.39,96,1.13,Yes,quiteSure,hit,5.539122104644775,NA
