,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,!48c0za,True,1,1,unequal,ST1_high_2_a2,P != T2?,Same,1,2,high,112,1.16,82,1.39,112,1.14,Yes,unsure,hit,3.223325252532959,NA
1,!48c0za,True,2,1,unequal,DT1_high_1_a2,P != T2?,Different,1,2,high,82,1.57,112,0.94,70,1.62,Yes,unsure,hit,3.4975509643554688,NA
2,!48c0za,True,3,1,unequal,ST2_high_6_a1,P != T1?,Same,2,1,high,132,1.0,96,1.13,96,1.04,Yes,unsure,hit,2.949970006942749,NA
3,!48c0za,True,4,1,unequal,DT2_low_3_a1,P != T1?,Different,2,1,low,70,1.82,112,1.11,132,1.01,Yes,unsure,hit,3.445591926574707,NA
4,!48c0za,True,5,1,unequal,ST2_high_1_a2,P != T1?,Same,2,2,high,82,1.33,112,0.9,112,1.04,Yes,unsure,hit,2.2312209606170654,NA
5,!48c0za,True,6,1,unequal,DT1_low_2_a2,P != T2?,Different,1,2,low,132,0.92,82,1.63,154,0.73,Yes,sure,hit,1.846520185470581,NA
6,!48c0za,True,7,1,unequal,STb_3_a1,P != T2?,Same,0,1,None,82,1.31,82,1.32,82,1.62,No,quiteSure,cr,2.8874518871307373,NA
7,!48c0za,True,8,1,unequal,ST2_high_6_a1,P != T2?,Same,2,1,high,132,0.8,96,0.95,96,1.22,Yes,unsure,fa,2.2350170612335205,NA
8,!48c0za,True,9,1,unequal,ST1_high_2_a1,P != T2?,Same,1,1,high,112,1.04,82,1.38,112,0.84,No,unsure,miss,3.967405080795288,NA
9,!48c0za,True,10,1,unequal,ST1_high_1_a1,P != T1?,Same,1,1,high,82,1.69,112,0.97,82,1.37,No,unsure,cr,4.7098119258880615,NA
10,!48c0za,True,11,1,unequal,DT2_high_5_a1,P != T1?,Different,2,1,high,96,1.08,132,0.99,154,0.86,Yes,unsure,hit,3.7414300441741943,NA
11,!48c0za,True,12,1,unequal,STb_5_a1,P != T2?,Same,0,1,None,112,1.13,112,1.07,112,1.14,No,quiteSure,cr,3.720273017883301,NA
12,!48c0za,True,13,1,unequal,ST2_low_3_a2,P != T2?,Same,2,2,low,70,1.98,112,0.97,112,1.19,No,quiteSure,cr,2.557009220123291,NA
13,!48c0za,True,14,1,unequal,STb_8_a1,P != T1?,Same,0,1,None,180,0.83,180,0.84,180,0.9,No,quiteSure,cr,2.139500141143799,NA
14,!48c0za,True,15,1,unequal,ST1_high_5_a1,P != T1?,Same,1,1,high,96,1.34,132,0.98,96,0.99,No,unsure,cr,2.8904519081115723,NA
15,!48c0za,True,16,1,unequal,STb_4_a1,P != T1?,Same,0,1,None,96,1.08,96,1.25,96,1.4,No,quiteSure,cr,4.821765899658203,0.75
16,!48c0za,False,1,1,unequal,ST2_low_3_a2,P != T1?,Same,2,2,low,70,1.38,112,1.05,112,1.12,Yes,unsure,hit,6.39971399307251,NA
17,!48c0za,False,2,1,unequal,ST2_high_5_a2,P != T1?,Same,2,2,high,96,1.16,132,0.79,132,1.05,Yes,quiteSure,hit,2.2100930213928223,NA
18,!48c0za,False,3,1,unequal,ST2_low_2_a2,P != T1?,Same,2,2,low,132,0.97,82,1.29,82,1.5,No,unsure,miss,3.529654026031494,NA
19,!48c0za,False,4,1,unequal,ST1_high_2_a2,P != T2?,Same,1,2,high,112,1.01,82,1.37,112,0.98,Yes,unsure,hit,2.0975699424743652,NA
20,!48c0za,False,5,1,unequal,ST2_high_2_a2,P != T2?,Same,2,2,high,112,0.98,82,1.24,82,1.39,No,quiteSure,cr,2.289285659790039,NA
21,!48c0za,False,6,1,unequal,ST1_high_4_a1,P != T2?,Same,1,1,high,96,1.42,70,1.5,96,1.06,Yes,unsure,hit,6.283476829528809,NA
22,!48c0za,False,7,1,unequal,ST1_low_2_a2,P != T2?,Same,1,2,low,132,0.79,82,1.32,132,0.83,Yes,unsure,hit,6.221675157546997,NA
23,!48c0za,False,8,1,unequal,ST2_high_1_a2,P != T2?,Same,2,2,high,82,1.59,112,1.0,112,1.0,No,quiteSure,cr,3.225666046142578,NA
24,!48c0za,False,9,1,unequal,ST1_high_6_a2,P != T2?,Same,1,2,high,132,1.0,96,1.27,132,0.81,Yes,quiteSure,hit,4.370936870574951,NA
25,!48c0za,False,10,1,unequal,ST1_high_5_a2,P != T1?,Same,1,2,high,96,1.42,132,0.84,96,1.14,No,quiteSure,cr,1.5379571914672852,NA
26,!48c0za,False,11,1,unequal,ST1_high_5_a1,P != T1?,Same,1,1,high,96,1.26,132,0.86,96,1.31,No,unsure,cr,1.7819819450378418,NA
27,!48c0za,False,12,1,unequal,DT1_low_3_a2,P != T1?,Different,1,2,low,70,1.57,112,0.94,60,1.8,No,unsure,cr,3.6057510375976562,NA
