,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,3#j24me,True,1,2,equal,ST2_low_5_a2,P = T2?,Same,2,2,low,96,1.19,154,0.99,154,1.06,Yes,unsure,hit,1.3970222473144531,NA
1,3#j24me,True,2,2,equal,STb_5_a1,P = T1?,Same,0,1,None,112,1.12,112,0.99,112,0.96,No,quiteSure,miss,1.7561378479003906,NA
2,3#j24me,True,3,2,equal,DT2_low_2_a2,P = T1?,Different,2,2,low,132,1.02,82,1.56,70,1.34,No,unsure,cr,1.4615652561187744,NA
3,3#j24me,True,4,2,equal,DT2_high_5_a1,P = T2?,Different,2,1,high,96,1.2,132,0.9,154,0.8,No,quiteSure,miss,1.3768870830535889,NA
4,3#j24me,True,5,2,equal,ST2_high_5_a1,P = T2?,Same,2,1,high,96,1.11,132,1.05,132,1.02,Yes,quiteSure,hit,1.4388830661773682,NA
5,3#j24me,True,6,2,equal,ST2_low_2_a1,P = T1?,Same,2,1,low,132,0.8,82,1.24,82,1.4,No,quiteSure,cr,1.815208911895752,NA
6,3#j24me,True,7,2,equal,STb_3_a2,P = T1?,Same,0,2,None,82,1.36,82,1.48,82,1.16,Yes,unsure,hit,1.7347791194915771,NA
7,3#j24me,True,8,2,equal,DT2_low_4_a2,P = T2?,Different,2,2,low,112,1.09,70,1.39,60,1.93,No,unsure,miss,2.0807650089263916,NA
8,3#j24me,True,9,2,equal,ST1_low_4_a1,P = T2?,Same,1,1,low,112,1.2,70,1.89,112,1.29,No,quiteSure,cr,2.01123309135437,NA
9,3#j24me,True,10,2,equal,ST1_high_6_a1,P = T2?,Same,1,1,high,132,0.84,96,1.08,132,0.71,No,quiteSure,cr,1.5629281997680664,NA
10,3#j24me,True,11,2,equal,ST1_low_3_a1,P = T1?,Same,1,1,low,70,1.56,112,0.92,70,1.53,Yes,unsure,hit,6.185523271560669,NA
11,3#j24me,True,12,2,equal,ST1_low_1_a1,P = T1?,Same,1,1,low,82,1.81,132,0.88,82,1.57,Yes,unsure,hit,1.6205921173095703,NA
12,3#j24me,True,13,2,equal,ST2_low_2_a2,P = T1?,Same,2,2,low,132,0.97,82,1.39,82,1.36,No,quiteSure,cr,2.636867046356201,NA
13,3#j24me,True,14,2,equal,DT2_high_6_a2,P = T1?,Different,2,2,high,132,1.01,96,1.14,82,1.39,No,quiteSure,cr,1.4185709953308105,NA
14,3#j24me,True,15,2,equal,STb_3_a2,P = T2?,Same,0,2,None,82,1.43,82,1.29,82,1.68,Yes,unsure,hit,3.0810720920562744,NA
15,3#j24me,True,16,2,equal,STb_4_a2,P = T2?,Same,0,2,None,96,1.52,96,1.36,96,1.2,Yes,unsure,hit,1.2034499645233154,0.625
16,3#j24me,False,1,2,equal,ST2_high_5_a2,P = T2?,Same,2,2,high,96,1.21,132,1.01,132,0.99,Yes,unsure,hit,2.240407705307007,NA
17,3#j24me,False,2,2,equal,ST1_high_5_a1,P = T1?,Same,1,1,high,96,1.33,132,0.83,96,1.35,Yes,unsure,hit,2.2083959579467773,NA
18,3#j24me,False,3,2,equal,ST2_low_6_a1,P = T2?,Same,2,1,low,154,0.72,96,1.4,96,1.15,Yes,unsure,hit,2.329038143157959,NA
19,3#j24me,False,4,2,equal,STb_5_a2,P = T2?,Same,0,2,None,112,1.22,112,1.15,112,1.09,Yes,unsure,hit,2.245302200317383,NA
20,3#j24me,False,5,2,equal,ST1_low_4_a2,P = T2?,Same,1,2,low,112,0.99,70,1.52,112,1.1,No,quiteSure,cr,1.5676078796386719,NA
