,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,84h#2zk,True,1,1,unequal,STb_2_a1,P != T2?,Same,0,1,None,70,1.42,70,1.65,70,1.68,No,sure,cr,2.1689059734344482,NA
1,84h#2zk,True,2,1,unequal,DT2_high_3_a1,P != T2?,Different,2,1,high,70,1.78,96,1.32,112,1.1,No,sure,cr,3.8075878620147705,NA
2,84h#2zk,True,3,1,unequal,ST1_low_6_a2,P != T2?,Same,1,2,low,154,1.02,96,1.27,154,0.94,Yes,sure,hit,1.48042893409729,NA
3,84h#2zk,True,4,1,unequal,ST1_low_1_a1,P != T1?,Same,1,1,low,82,1.57,132,0.69,82,1.7,No,sure,cr,2.0228021144866943,NA
4,84h#2zk,True,5,1,unequal,ST2_high_2_a2,P != T2?,Same,2,2,high,112,0.99,82,1.69,82,1.36,No,sure,cr,2.6028988361358643,NA
5,84h#2zk,True,6,1,unequal,STb_8_a2,P != T1?,Same,0,2,None,180,1.05,180,0.82,180,0.72,No,sure,cr,1.3700218200683594,NA
6,84h#2zk,True,7,1,unequal,ST1_low_2_a2,P != T2?,Same,1,2,low,132,0.84,82,1.7,132,0.83,Yes,sure,hit,3.10420298576355,NA
7,84h#2zk,True,8,1,unequal,ST1_high_5_a2,P != T1?,Same,1,2,high,96,1.37,132,1.12,96,1.26,No,sure,cr,2.255869150161743,NA
8,84h#2zk,True,9,1,unequal,STb_2_a2,P != T1?,Same,0,2,None,70,1.82,70,1.57,70,1.83,No,sure,cr,1.2581679821014404,NA
9,84h#2zk,True,10,1,unequal,ST2_high_6_a2,P != T1?,Same,2,2,high,132,1.0,96,1.42,96,1.49,Yes,sure,hit,1.3770098686218262,NA
10,84h#2zk,True,11,1,unequal,DT1_high_6_a2,P != T1?,Different,1,2,high,132,0.87,96,1.29,154,0.83,No,sure,cr,2.4558799266815186,NA
11,84h#2zk,True,12,1,unequal,STb_8_a2,P != T2?,Same,0,2,None,180,0.72,180,0.87,180,0.93,No,sure,cr,1.529684066772461,NA
12,84h#2zk,True,13,1,unequal,DT2_low_6_a2,P != T1?,Different,2,2,low,154,0.75,96,1.21,82,1.6,Yes,sure,hit,2.333178997039795,NA
13,84h#2zk,True,14,1,unequal,ST2_high_2_a1,P != T2?,Same,2,1,high,112,0.98,82,1.85,82,1.24,No,sure,cr,1.7458181381225586,NA
14,84h#2zk,True,15,1,unequal,ST2_high_2_a2,P != T1?,Same,2,2,high,112,0.95,82,1.22,82,1.39,Yes,sure,hit,1.3606491088867188,NA
15,84h#2zk,True,16,1,unequal,DT1_low_1_a2,P != T2?,Different,1,2,low,82,1.34,132,0.99,70,1.43,Yes,sure,hit,1.6061010360717773,1.0
16,84h#2zk,False,1,1,unequal,ST2_low_3_a2,P != T2?,Same,2,2,low,70,1.83,112,0.96,112,1.01,No,sure,cr,3.691110134124756,NA
17,84h#2zk,False,2,1,unequal,ST2_high_1_a1,P != T1?,Same,2,1,high,82,1.52,112,1.08,112,0.92,Yes,sure,hit,1.7733159065246582,NA
18,84h#2zk,False,3,1,unequal,ST2_low_5_a1,P != T2?,Same,2,1,low,96,1.08,154,0.79,154,0.71,No,sure,cr,1.636061191558838,NA
19,84h#2zk,False,4,1,unequal,ST1_high_2_a1,P != T2?,Same,1,1,high,112,1.0,82,1.47,112,1.05,Yes,sure,hit,1.3323261737823486,NA
20,84h#2zk,False,5,1,unequal,ST1_high_1_a2,P != T1?,Same,1,2,high,82,1.22,112,1.07,82,1.34,No,sure,cr,4.7990288734436035,NA
21,84h#2zk,False,6,1,unequal,ST1_low_2_a1,P != T1?,Same,1,1,low,132,0.79,82,1.41,132,1.02,No,quiteSure,cr,1.4154348373413086,NA
22,84h#2zk,False,7,1,unequal,ST1_high_2_a2,P != T2?,Same,1,2,high,112,1.01,82,1.63,112,1.06,Yes,sure,hit,2.833214044570923,NA
23,84h#2zk,False,8,1,unequal,ST2_low_2_a2,P != T1?,Same,2,2,low,132,1.02,82,1.57,82,1.3,Yes,sure,hit,2.23020076751709,NA
24,84h#2zk,False,9,1,unequal,ST1_low_6_a1,P != T1?,Same,1,1,low,154,0.86,96,1.11,154,0.91,No,sure,cr,1.327388048171997,NA
25,84h#2zk,False,10,1,unequal,ST2_low_2_a2,P != T1?,Same,2,2,low,132,1.06,82,1.4,82,1.54,Yes,sure,hit,1.7822520732879639,NA
26,84h#2zk,False,11,1,unequal,ST2_high_6_a2,P != T2?,Same,2,2,high,132,0.8,96,1.19,96,1.31,No,sure,cr,1.3735599517822266,NA
27,84h#2zk,False,12,1,unequal,ST2_high_2_a1,P != T2?,Same,2,1,high,112,1.15,82,1.37,82,1.36,No,sure,cr,2.5752251148223877,NA
28,84h#2zk,False,13,1,unequal,ST2_high_2_a2,P != T1?,Same,2,2,high,112,1.13,82,1.52,82,1.5,Yes,sure,hit,1.4100220203399658,NA
29,84h#2zk,False,14,1,unequal,ST1_low_1_a2,P != T1?,Same,1,2,low,82,1.42,132,0.86,82,1.44,No,sure,cr,1.7179908752441406,NA
30,84h#2zk,False,15,1,unequal,STb_4_a1,P != T2?,Same,0,1,None,96,1.11,96,1.16,96,1.35,No,sure,cr,2.598576784133911,NA
31,84h#2zk,False,16,1,unequal,ST2_high_1_a2,P != T1?,Same,2,2,high,82,1.48,112,1.19,112,0.97,Yes,sure,hit,1.7055718898773193,NA
32,84h#2zk,False,17,1,unequal,ST2_high_3_a1,P != T1?,Same,2,1,high,70,1.65,96,1.31,96,1.07,Yes,quiteSure,hit,3.3245749473571777,NA
33,84h#2zk,False,18,1,unequal,ST1_low_5_a1,P != T2?,Same,1,1,low,96,1.33,154,0.82,96,1.33,Yes,sure,hit,1.7728509902954102,NA
34,84h#2zk,False,19,1,unequal,DT1_high_5_a1,P != T1?,Different,1,1,high,96,1.31,132,1.04,82,1.56,No,sure,cr,2.462862014770508,NA
35,84h#2zk,False,20,1,unequal,ST2_high_1_a2,P != T2?,Same,2,2,high,82,1.49,112,1.21,112,0.94,No,sure,cr,1.6428489685058594,NA
