,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,2s!m14b,True,1,1,unequal,ST2_low_5_a1,P != T1?,Same,2,1,low,96,1.25,154,0.77,154,0.94,Yes,sure,hit,4.5591816902160645,NA
1,2s!m14b,True,2,1,unequal,DT1_low_1_a2,P != T2?,Different,1,2,low,82,1.58,132,0.79,70,1.17,Yes,sure,hit,6.0589189529418945,NA
2,2s!m14b,True,3,1,unequal,ST1_low_2_a2,P != T2?,Same,1,2,low,132,0.77,82,1.42,132,0.87,Yes,sure,hit,1.8935270309448242,NA
3,2s!m14b,True,4,1,unequal,STb_3_a1,P != T1?,Same,0,1,None,82,1.36,82,1.63,82,1.48,No,sure,cr,4.351003885269165,NA
4,2s!m14b,True,5,1,unequal,STb_4_a2,P != T1?,Same,0,2,None,96,1.39,96,1.35,96,1.25,No,sure,cr,8.159301996231079,NA
5,2s!m14b,True,6,1,unequal,DT2_low_5_a2,P != T1?,Different,2,2,low,96,1.19,154,0.95,180,0.85,Yes,sure,hit,2.644865036010742,NA
6,2s!m14b,True,7,1,unequal,STb_4_a1,P != T2?,Same,0,1,None,96,1.39,96,1.24,96,1.14,No,sure,cr,1.9236600399017334,NA
7,2s!m14b,True,8,1,unequal,STb_3_a2,P != T2?,Same,0,2,None,82,1.56,82,1.22,82,1.5,No,sure,cr,3.5092620849609375,NA
8,2s!m14b,True,9,1,unequal,ST1_low_2_a1,P != T2?,Same,1,1,low,132,0.86,82,1.52,132,0.99,No,sure,miss,6.301643133163452,NA
9,2s!m14b,True,10,1,unequal,ST2_low_1_a1,P != T1?,Same,2,1,low,82,1.59,132,0.96,132,0.78,Yes,sure,hit,5.85328483581543,NA
10,2s!m14b,True,11,1,unequal,ST1_high_2_a1,P != T1?,Same,1,1,high,112,1.12,82,1.63,112,1.11,No,sure,cr,2.4365479946136475,NA
11,2s!m14b,True,12,1,unequal,ST1_low_4_a2,P != T1?,Same,1,2,low,112,0.93,70,1.56,112,1.05,No,sure,cr,2.103084087371826,NA
12,2s!m14b,True,13,1,unequal,ST2_high_5_a2,P != T2?,Same,2,2,high,96,1.23,132,0.97,132,0.82,Yes,sure,fa,2.8858158588409424,NA
13,2s!m14b,True,14,1,unequal,ST2_high_2_a1,P != T2?,Same,2,1,high,112,1.3,82,1.22,82,1.42,No,sure,cr,1.3542001247406006,NA
14,2s!m14b,True,15,1,unequal,DT2_high_6_a1,P != T2?,Different,2,1,high,132,1.03,96,1.3,82,1.12,No,sure,cr,2.728567123413086,NA
15,2s!m14b,True,16,1,unequal,DT2_high_2_a2,P != T1?,Different,2,2,high,112,1.11,82,1.36,70,1.52,No,sure,miss,2.2833290100097656,0.625
16,2s!m14b,False,1,1,unequal,ST2_low_2_a1,P != T2?,Same,2,1,low,132,1.02,82,1.25,82,1.46,No,sure,cr,2.3713297843933105,NA
17,2s!m14b,False,2,1,unequal,ST1_low_1_a1,P != T2?,Same,1,1,low,82,1.62,132,0.88,82,1.27,No,sure,miss,1.5270051956176758,NA
18,2s!m14b,False,3,1,unequal,ST1_low_1_a2,P != T2?,Same,1,2,low,82,1.59,132,0.8,82,1.57,No,sure,miss,1.258561134338379,NA
19,2s!m14b,False,4,1,unequal,ST2_high_1_a2,P != T1?,Same,2,2,high,82,1.24,112,1.0,112,1.08,No,sure,miss,1.9238090515136719,NA
20,2s!m14b,False,5,1,unequal,ST1_high_6_a1,P != T1?,Same,1,1,high,132,0.99,96,1.37,132,0.93,No,sure,cr,1.475111961364746,NA
21,2s!m14b,False,6,1,unequal,ST2_low_1_a1,P != T1?,Same,2,1,low,82,1.63,132,0.93,132,0.95,Yes,sure,hit,2.0410990715026855,NA
22,2s!m14b,False,7,1,unequal,ST1_low_6_a1,P != T1?,Same,1,1,low,154,0.89,96,1.3,154,0.81,No,sure,cr,1.3782730102539062,NA
23,2s!m14b,False,8,1,unequal,ST2_high_5_a1,P != T2?,Same,2,1,high,96,1.33,132,0.8,132,0.92,No,sure,cr,1.2620759010314941,NA
24,2s!m14b,False,9,1,unequal,ST2_high_2_a1,P != T2?,Same,2,1,high,112,1.3,82,1.22,82,1.42,No,sure,cr,2.761636734008789,NA
25,2s!m14b,False,10,1,unequal,ST1_high_1_a2,P != T1?,Same,1,2,high,82,1.63,112,1.19,82,1.48,Yes,sure,fa,6.208770990371704,NA
26,2s!m14b,False,11,1,unequal,ST2_high_4_a2,P != T2?,Same,2,2,high,96,1.17,70,1.47,70,1.6,No,sure,cr,2.3403470516204834,NA
27,2s!m14b,False,12,1,unequal,ST2_low_6_a1,P != T2?,Same,2,1,low,154,0.71,96,1.19,96,1.29,No,sure,cr,0.9311590194702148,NA
28,2s!m14b,False,13,1,unequal,ST2_high_3_a2,P != T2?,Same,2,2,high,70,1.63,96,1.15,96,1.33,No,sure,cr,1.472856044769287,NA
29,2s!m14b,False,14,1,unequal,ST1_low_2_a1,P != T1?,Same,1,1,low,132,0.85,82,1.63,132,0.86,No,sure,cr,1.142378807067871,NA
30,2s!m14b,False,15,1,unequal,ST2_high_1_a2,P != T2?,Same,2,2,high,82,1.46,112,0.93,112,1.15,Yes,sure,fa,3.7799606323242188,NA
31,2s!m14b,False,16,1,unequal,ST2_high_2_a1,P != T2?,Same,2,1,high,112,1.02,82,1.54,82,1.24,No,sure,cr,2.1605582237243652,NA
32,2s!m14b,False,17,1,unequal,DT1_high_4_a2,P != T1?,Different,1,2,high,96,1.11,70,1.58,112,1.15,No,sure,cr,3.4827969074249268,NA
33,2s!m14b,False,18,1,unequal,ST2_low_2_a2,P != T1?,Same,2,2,low,132,0.97,82,1.43,82,1.55,Yes,sure,hit,1.6280999183654785,NA
34,2s!m14b,False,19,1,unequal,ST2_low_3_a1,P != T1?,Same,2,1,low,70,1.73,112,0.92,112,1.16,Yes,sure,hit,1.9502148628234863,NA
35,2s!m14b,False,20,1,unequal,ST2_low_1_a1,P != T2?,Same,2,1,low,82,1.53,132,0.99,132,0.85,No,sure,cr,1.141728162765503,NA
36,2s!m14b,False,21,1,unequal,ST1_high_6_a1,P != T1?,Same,1,1,high,132,0.79,96,1.17,132,0.91,No,sure,cr,1.4998326301574707,NA
37,2s!m14b,False,22,1,unequal,ST1_low_1_a2,P != T1?,Same,1,2,low,82,1.42,132,0.86,82,1.55,No,sure,cr,1.832669973373413,NA
38,2s!m14b,False,23,1,unequal,ST1_high_1_a1,P != T1?,Same,1,1,high,82,1.31,112,1.08,82,1.48,No,sure,cr,2.4314937591552734,NA
39,2s!m14b,False,24,1,unequal,ST1_high_1_a2,P != T1?,Same,1,2,high,82,1.59,112,0.95,82,1.3,No,sure,cr,1.438965082168579,NA
40,2s!m14b,False,25,1,unequal,ST1_low_6_a1,P != T2?,Same,1,1,low,154,0.75,96,1.19,154,0.81,Yes,sure,hit,2.1352081298828125,NA
41,2s!m14b,False,26,1,unequal,ST2_high_3_a2,P != T1?,Same,2,2,high,70,1.42,96,1.07,96,1.41,Yes,sure,hit,3.272189140319824,NA
42,2s!m14b,False,27,1,unequal,ST2_low_4_a2,P != T2?,Same,2,2,low,112,1.2,70,1.67,70,1.55,No,sure,cr,1.7418429851531982,NA
43,2s!m14b,False,28,1,unequal,ST1_high_4_a1,P != T2?,Same,1,1,high,96,1.08,70,1.68,96,1.34,No,sure,miss,1.2879118919372559,NA
44,2s!m14b,False,29,1,unequal,ST1_low_6_a2,P != T2?,Same,1,2,low,154,0.83,96,1.43,154,0.94,Yes,sure,hit,2.255960702896118,NA
45,2s!m14b,False,30,1,unequal,ST1_high_4_a1,P != T1?,Same,1,1,high,96,1.32,70,1.47,96,1.27,No,sure,cr,2.6065280437469482,NA
46,2s!m14b,False,31,1,unequal,ST2_low_2_a2,P != T2?,Same,2,2,low,132,0.92,82,1.58,82,1.27,Yes,sure,fa,1.9476418495178223,NA
47,2s!m14b,False,32,1,unequal,ST1_high_6_a2,P != T2?,Same,1,2,high,132,0.91,96,1.23,132,0.79,Yes,quiteSure,hit,3.7572600841522217,NA
48,2s!m14b,False,33,1,unequal,ST2_low_3_a1,P != T2?,Same,2,1,low,70,1.51,112,1.23,112,0.98,Yes,quiteSure,fa,3.5720980167388916,NA
49,2s!m14b,False,34,1,unequal,DT1_low_6_a1,P != T1?,Different,1,1,low,154,0.81,96,1.42,180,0.83,No,sure,cr,3.4815480709075928,NA
50,2s!m14b,False,35,1,unequal,ST2_low_4_a1,P != T1?,Same,2,1,low,112,1.11,70,1.79,70,1.63,Yes,sure,hit,1.7127668857574463,NA
51,2s!m14b,False,36,1,unequal,ST2_high_2_a1,P != T2?,Same,2,1,high,112,1.16,82,1.47,82,1.37,No,sure,cr,1.5908589363098145,NA
52,2s!m14b,False,37,1,unequal,ST1_high_6_a1,P != T2?,Same,1,1,high,132,0.96,96,1.23,132,0.9,Yes,unsure,hit,4.980698823928833,NA
53,2s!m14b,False,38,1,unequal,ST2_high_5_a2,P != T2?,Same,2,2,high,96,1.23,132,0.97,132,0.82,No,unsure,cr,3.118741989135742,NA
54,2s!m14b,False,39,1,unequal,ST2_low_2_a1,P != T2?,Same,2,1,low,132,1.02,82,1.6,82,1.27,No,sure,cr,1.9495689868927002,NA
55,2s!m14b,False,40,1,unequal,ST1_high_4_a2,P != T1?,Same,1,2,high,96,1.37,70,1.6,96,1.38,Yes,sure,fa,1.9194552898406982,NA
56,2s!m14b,False,41,1,unequal,DT2_high_6_a1,P != T2?,Different,2,1,high,132,1.03,96,1.3,82,1.12,Yes,unsure,fa,3.691105842590332,NA
57,2s!m14b,False,42,1,unequal,STb_8_a2,P != T2?,Same,0,2,None,180,0.86,180,0.88,180,0.84,No,sure,cr,2.1018640995025635,NA
58,2s!m14b,False,43,1,unequal,ST1_low_1_a2,P != T1?,Same,1,2,low,82,1.63,132,0.9,82,1.27,No,sure,cr,1.260972023010254,NA
