,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,9#i0as7,True,1,1,equal,ST2_high_2_a1,P = T2?,Same,2,1,high,112,1.17,82,1.71,82,1.08,Yes,sure,hit,1.5646049976348877,NA
1,9#i0as7,True,2,1,equal,STb_6_a2,P = T2?,Same,0,2,None,132,0.69,132,0.99,132,0.93,Yes,sure,hit,1.9694592952728271,NA
2,9#i0as7,True,3,1,equal,ST1_low_2_a1,P = T1?,Same,1,1,low,132,0.87,82,1.69,132,0.96,Yes,sure,hit,1.8123509883880615,NA
3,9#i0as7,True,4,1,equal,ST1_high_5_a2,P = T1?,Same,1,2,high,96,1.43,132,0.86,96,1.18,Yes,sure,hit,1.610964059829712,NA
4,9#i0as7,True,5,1,equal,DT2_high_4_a2,P = T2?,Different,2,2,high,96,1.17,70,1.66,60,1.66,Yes,quiteSure,hit,3.457390785217285,NA
5,9#i0as7,True,6,1,equal,ST1_low_6_a2,P = T2?,Same,1,2,low,154,0.98,96,1.22,154,0.67,Yes,quiteSure,fa,3.653991937637329,NA
6,9#i0as7,True,7,1,equal,ST2_high_6_a1,P = T1?,Same,2,1,high,132,0.94,96,1.15,96,1.19,No,sure,cr,1.5641748905181885,NA
7,9#i0as7,True,8,1,equal,ST2_low_6_a1,P = T2?,Same,2,1,low,154,0.84,96,1.4,96,1.22,Yes,sure,hit,1.4072551727294922,NA
8,9#i0as7,True,9,1,equal,DT1_high_2_a2,P = T1?,Different,1,2,high,112,1.2,82,1.59,132,1.01,No,sure,miss,1.8107776641845703,NA
9,9#i0as7,True,10,1,equal,STb_7_a1,P = T2?,Same,0,1,None,154,0.71,154,0.84,154,0.78,Yes,sure,hit,1.4096581935882568,NA
10,9#i0as7,True,11,1,equal,DT1_high_5_a1,P = T1?,Different,1,1,high,96,1.06,132,0.86,82,1.41,Yes,quiteSure,hit,1.4299719333648682,NA
11,9#i0as7,True,12,1,equal,DT2_high_6_a1,P = T2?,Different,2,1,high,132,1.03,96,1.13,82,1.23,No,quiteSure,miss,1.589529037475586,NA
12,9#i0as7,True,13,1,equal,ST2_low_6_a1,P = T1?,Same,2,1,low,154,0.66,96,1.14,96,1.35,No,sure,cr,2.5878520011901855,NA
13,9#i0as7,True,14,1,equal,STb_8_a2,P = T1?,Same,0,2,None,180,0.83,180,0.85,180,0.68,Yes,sure,hit,1.9451119899749756,NA
14,9#i0as7,True,15,1,equal,STb_1_a1,P = T1?,Same,0,1,None,60,1.82,60,1.67,60,1.8,Yes,sure,hit,1.291633129119873,NA
15,9#i0as7,True,16,1,equal,ST1_high_6_a1,P = T2?,Same,1,1,high,132,1.03,96,1.43,132,0.79,No,quiteSure,cr,3.14266300201416,0.625
16,9#i0as7,False,1,1,equal,STb_7_a1,P = T2?,Same,0,1,None,154,0.71,154,0.84,154,0.78,Yes,sure,hit,1.5038692951202393,NA
17,9#i0as7,False,2,1,equal,ST2_high_4_a2,P = T1?,Same,2,2,high,96,1.12,70,1.63,70,1.46,No,unsure,cr,4.563977956771851,NA
