,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,0f2kn3!,True,1,1,unequal,STb_2_a2,P != T1?,Same,0,2,None,70,1.31,70,1.69,70,1.72,No,sure,cr,2.2797229290008545,NA
1,0f2kn3!,True,2,1,unequal,ST1_low_3_a1,P != T1?,Same,1,1,low,70,1.88,112,1.18,70,1.99,No,sure,cr,4.488927125930786,NA
2,0f2kn3!,True,3,1,unequal,STb_3_a2,P != T2?,Same,0,2,None,82,1.56,82,1.22,82,1.54,Yes,sure,fa,2.4680709838867188,NA
3,0f2kn3!,True,4,1,unequal,DT1_high_2_a2,P != T1?,Different,1,2,high,112,1.23,82,1.5,132,0.82,Yes,sure,fa,2.8884999752044678,NA
4,0f2kn3!,True,5,1,unequal,STb_5_a1,P != T1?,Same,0,1,None,112,1.03,112,1.1,112,1.18,No,sure,cr,2.14799427986145,NA
5,0f2kn3!,True,6,1,unequal,DT1_high_5_a2,P != T2?,Different,1,2,high,96,1.12,132,0.97,82,1.62,Yes,sure,hit,3.451592206954956,NA
6,0f2kn3!,True,7,1,unequal,DT2_low_5_a1,P != T1?,Different,2,1,low,96,1.43,154,0.95,180,0.82,Yes,sure,hit,2.6908340454101562,NA
7,0f2kn3!,True,8,1,unequal,STb_8_a2,P != T2?,Same,0,2,None,180,0.67,180,0.81,180,0.86,No,sure,cr,2.6664350032806396,NA
8,0f2kn3!,True,9,1,unequal,ST1_high_4_a1,P != T2?,Same,1,1,high,96,1.36,70,1.77,96,1.12,Yes,sure,hit,1.7945189476013184,NA
9,0f2kn3!,True,10,1,unequal,ST1_low_2_a1,P != T1?,Same,1,1,low,132,0.77,82,1.4,132,0.84,No,sure,cr,1.9270381927490234,NA
10,0f2kn3!,True,11,1,unequal,ST2_high_2_a2,P != T1?,Same,2,2,high,112,1.01,82,1.41,82,1.77,Yes,sure,hit,2.0819902420043945,NA
11,0f2kn3!,True,12,1,unequal,ST2_high_4_a1,P != T1?,Same,2,1,high,96,1.61,70,1.67,70,1.72,Yes,sure,hit,5.612732172012329,NA
12,0f2kn3!,True,13,1,unequal,DT1_low_6_a1,P != T2?,Different,1,1,low,154,0.68,96,1.24,180,0.72,Yes,sure,hit,1.3402619361877441,NA
13,0f2kn3!,True,14,1,unequal,ST1_low_4_a1,P != T2?,Same,1,1,low,112,0.94,70,1.38,112,1.04,Yes,sure,hit,1.5446479320526123,NA
14,0f2kn3!,True,15,1,unequal,ST2_high_4_a2,P != T2?,Same,2,2,high,96,1.26,70,1.76,70,1.6,No,sure,cr,1.9267168045043945,NA
15,0f2kn3!,True,16,1,unequal,ST2_high_2_a2,P != T2?,Same,2,2,high,112,0.86,82,1.43,82,1.33,No,sure,cr,1.4731509685516357,0.75
16,0f2kn3!,False,1,1,unequal,ST1_high_2_a1,P != T1?,Same,1,1,high,112,0.92,82,1.56,112,1.05,No,sure,cr,2.015691041946411,NA
17,0f2kn3!,False,2,1,unequal,ST2_high_1_a2,P != T1?,Same,2,2,high,82,1.52,112,1.13,112,0.98,No,sure,miss,1.9214608669281006,NA
18,0f2kn3!,False,3,1,unequal,ST2_high_1_a1,P != T2?,Same,2,1,high,82,1.57,112,1.03,112,1.16,No,sure,cr,2.937936782836914,NA
19,0f2kn3!,False,4,1,unequal,ST2_high_2_a1,P != T1?,Same,2,1,high,112,0.97,82,1.59,82,1.63,Yes,sure,hit,2.8433849811553955,NA
20,0f2kn3!,False,5,1,unequal,ST2_low_4_a1,P != T2?,Same,2,1,low,112,1.17,70,1.39,70,1.55,No,sure,cr,1.5211451053619385,NA
21,0f2kn3!,False,6,1,unequal,ST1_low_1_a2,P != T1?,Same,1,2,low,82,1.41,132,0.82,82,1.6,No,sure,cr,1.405508279800415,NA
22,0f2kn3!,False,7,1,unequal,ST1_high_4_a2,P != T1?,Same,1,2,high,96,1.35,70,1.82,96,1.28,No,quiteSure,cr,10.739803314208984,NA
23,0f2kn3!,False,8,1,unequal,ST1_low_3_a1,P != T2?,Same,1,1,low,70,1.6,112,0.93,70,1.62,Yes,sure,hit,3.0638341903686523,NA
24,0f2kn3!,False,9,1,unequal,DT1_high_5_a1,P != T2?,Different,1,1,high,96,1.15,132,0.9,82,1.3,Yes,sure,hit,1.6768980026245117,NA
25,0f2kn3!,False,10,1,unequal,ST2_high_6_a2,P != T1?,Same,2,2,high,132,1.02,96,1.29,96,1.17,Yes,sure,hit,2.1072871685028076,NA
26,0f2kn3!,False,11,1,unequal,ST2_low_1_a1,P != T1?,Same,2,1,low,82,1.26,132,0.8,132,0.95,Yes,sure,hit,1.8311922550201416,NA
27,0f2kn3!,False,12,1,unequal,ST2_low_3_a2,P != T1?,Same,2,2,low,70,1.45,112,0.92,112,0.94,Yes,sure,hit,2.7338509559631348,NA
28,0f2kn3!,False,13,1,unequal,ST1_low_5_a1,P != T1?,Same,1,1,low,96,1.07,154,0.72,96,1.33,No,sure,cr,2.2397119998931885,NA
29,0f2kn3!,False,14,1,unequal,ST1_low_5_a1,P != T1?,Same,1,1,low,96,1.31,154,0.91,96,1.36,No,sure,cr,2.1720128059387207,NA
30,0f2kn3!,False,15,1,unequal,ST2_high_3_a2,P != T2?,Same,2,2,high,70,1.46,96,1.28,96,1.41,No,sure,cr,1.8075900077819824,NA
31,0f2kn3!,False,16,1,unequal,ST2_high_5_a1,P != T1?,Same,2,1,high,96,1.39,132,1.04,132,0.91,Yes,sure,hit,6.132972240447998,NA
32,0f2kn3!,False,17,1,unequal,ST2_high_1_a1,P != T1?,Same,2,1,high,82,1.48,112,1.19,112,0.97,Yes,sure,hit,2.5520639419555664,NA
33,0f2kn3!,False,18,1,unequal,ST1_low_6_a1,P != T1?,Same,1,1,low,154,0.89,96,1.16,154,0.73,No,sure,cr,1.7229812145233154,NA
34,0f2kn3!,False,19,1,unequal,ST2_low_5_a2,P != T2?,Same,2,2,low,96,1.07,154,0.8,154,0.77,No,sure,cr,1.854384183883667,NA
35,0f2kn3!,False,20,1,unequal,ST2_low_5_a2,P != T1?,Same,2,2,low,96,1.19,154,0.92,154,0.91,Yes,sure,hit,1.695605993270874,NA
36,0f2kn3!,False,21,1,unequal,STb_7_a2,P != T2?,Same,0,2,None,154,0.88,154,0.87,154,0.95,No,sure,cr,1.7713751792907715,NA
37,0f2kn3!,False,22,1,unequal,ST1_low_1_a2,P != T1?,Same,1,2,low,82,1.27,132,0.86,82,1.44,No,unsure,cr,5.50362491607666,NA
38,0f2kn3!,False,23,1,unequal,ST1_high_5_a1,P != T1?,Same,1,1,high,96,1.08,132,1.03,96,1.19,No,quiteSure,cr,1.9009737968444824,NA
39,0f2kn3!,False,24,1,unequal,ST1_low_4_a2,P != T1?,Same,1,2,low,112,1.19,70,1.79,112,1.07,No,sure,cr,1.4236643314361572,NA
40,0f2kn3!,False,25,1,unequal,DT1_high_6_a1,P != T1?,Different,1,1,high,132,1.04,96,1.16,154,0.71,Yes,sure,fa,1.475512981414795,NA
41,0f2kn3!,False,26,1,unequal,DT2_low_4_a2,P != T2?,Different,2,2,low,112,1.16,70,1.5,60,1.52,Yes,unsure,fa,3.677948236465454,NA
42,0f2kn3!,False,27,1,unequal,ST2_high_3_a1,P != T2?,Same,2,1,high,70,1.63,96,1.06,96,1.24,No,sure,cr,1.3627898693084717,NA
43,0f2kn3!,False,28,1,unequal,ST2_low_5_a2,P != T1?,Same,2,2,low,96,1.33,154,0.95,154,0.89,Yes,sure,hit,2.735971212387085,NA
44,0f2kn3!,False,29,1,unequal,ST1_high_2_a2,P != T2?,Same,1,2,high,112,1.16,82,1.52,112,1.06,Yes,sure,hit,2.2174508571624756,NA
45,0f2kn3!,False,30,1,unequal,STb_8_a2,P != T2?,Same,0,2,None,180,0.67,180,0.81,180,0.86,No,sure,cr,1.8070402145385742,NA
46,0f2kn3!,False,31,1,unequal,ST2_low_1_a1,P != T2?,Same,2,1,low,82,1.48,132,0.98,132,1.05,No,sure,cr,1.4793779850006104,NA
47,0f2kn3!,False,32,1,unequal,ST2_high_6_a2,P != T1?,Same,2,2,high,132,0.92,96,1.33,96,1.3,Yes,sure,hit,2.4363620281219482,NA
48,0f2kn3!,False,33,1,unequal,STb_8_a1,P != T1?,Same,0,1,None,180,0.9,180,0.74,180,0.86,No,sure,cr,4.4816930294036865,NA
49,0f2kn3!,False,34,1,unequal,STb_4_a2,P != T1?,Same,0,2,None,96,1.3,96,1.11,96,1.19,No,sure,cr,1.6055419445037842,NA
50,0f2kn3!,False,35,1,unequal,ST1_high_2_a2,P != T2?,Same,1,2,high,112,1.07,82,1.26,112,1.16,Yes,sure,hit,1.8112881183624268,NA
51,0f2kn3!,False,36,1,unequal,ST2_high_3_a1,P != T2?,Same,2,1,high,70,1.68,96,1.16,96,1.23,No,sure,cr,1.6332449913024902,NA
52,0f2kn3!,False,37,1,unequal,STb_2_a2,P != T1?,Same,0,2,None,70,1.31,70,1.69,70,1.72,Yes,sure,fa,2.5330700874328613,NA
53,0f2kn3!,False,38,1,unequal,ST1_high_4_a2,P != T2?,Same,1,2,high,96,1.34,70,1.77,96,1.07,Yes,sure,hit,2.0172669887542725,NA
