,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,842!okf,True,1,2,unequal,ST1_low_5_a1,P != T1?,Same,1,1,low,96,1.11,154,0.69,96,1.15,No,quiteSure,cr,11.888998031616211,NA
1,842!okf,True,2,2,unequal,DT1_high_5_a1,P != T2?,Different,1,1,high,96,1.32,132,1.0,82,1.35,Yes,sure,hit,12.694037437438965,NA
2,842!okf,True,3,2,unequal,ST2_high_6_a2,P != T1?,Same,2,2,high,132,1.15,96,1.48,96,1.28,Yes,sure,hit,2.495358943939209,NA
3,842!okf,True,4,2,unequal,DT2_low_5_a1,P != T2?,Different,2,1,low,96,1.26,154,0.72,180,0.77,Yes,quiteSure,fa,1.7363970279693604,NA
4,842!okf,True,5,2,unequal,ST1_low_1_a2,P != T2?,Same,1,2,low,82,1.46,132,0.9,82,1.31,Yes,quiteSure,hit,4.927870035171509,NA
5,842!okf,True,6,2,unequal,STb_8_a1,P != T2?,Same,0,1,None,180,0.69,180,0.92,180,0.91,No,sure,cr,2.2982020378112793,NA
6,842!okf,True,7,2,unequal,STb_8_a1,P != T1?,Same,0,1,None,180,0.87,180,0.71,180,1.0,No,sure,cr,3.9696590900421143,NA
7,842!okf,True,8,2,unequal,ST2_high_1_a2,P != T1?,Same,2,2,high,82,1.66,112,1.13,112,1.0,Yes,quiteSure,hit,4.636618137359619,NA
8,842!okf,True,9,2,unequal,DT1_low_6_a2,P != T1?,Different,1,2,low,154,0.84,96,1.1,180,0.92,No,quiteSure,cr,2.1134450435638428,NA
9,842!okf,True,10,2,unequal,STb_2_a2,P != T2?,Same,0,2,None,70,1.62,70,1.59,70,1.85,No,sure,cr,1.914748191833496,NA
10,842!okf,True,11,2,unequal,DT2_low_5_a1,P != T1?,Different,2,1,low,96,1.24,154,0.75,180,0.78,Yes,sure,hit,2.3686740398406982,NA
11,842!okf,True,12,2,unequal,ST1_high_4_a2,P != T2?,Same,1,2,high,96,1.17,70,1.46,96,0.96,Yes,quiteSure,hit,1.9180669784545898,NA
12,842!okf,True,13,2,unequal,ST2_high_3_a1,P != T2?,Same,2,1,high,70,1.59,96,1.4,96,1.28,No,quiteSure,cr,1.9118537902832031,NA
13,842!okf,True,14,2,unequal,ST2_low_3_a2,P != T2?,Same,2,2,low,70,1.39,112,1.34,112,0.9,No,quiteSure,cr,1.9811029434204102,NA
14,842!okf,True,15,2,unequal,STb_6_a2,P != T1?,Same,0,2,None,132,1.0,132,0.83,132,1.02,No,quiteSure,cr,1.8885047435760498,NA
15,842!okf,True,16,2,unequal,ST1_low_6_a1,P != T1?,Same,1,1,low,154,0.91,96,1.24,154,0.78,No,quiteSure,cr,1.895730972290039,0.875
16,842!okf,False,1,2,unequal,ST1_low_5_a2,P != T1?,Same,1,2,low,96,1.28,154,0.89,96,1.3,No,quiteSure,cr,4.3868489265441895,NA
17,842!okf,False,2,2,unequal,STb_2_a2,P != T2?,Same,0,2,None,70,1.62,70,1.59,70,1.85,No,quiteSure,cr,2.1387040615081787,NA
18,842!okf,False,3,2,unequal,ST1_low_2_a2,P != T2?,Same,1,2,low,132,0.88,82,1.38,132,1.05,Yes,quiteSure,hit,1.6877241134643555,NA
19,842!okf,False,4,2,unequal,ST2_low_2_a1,P != T1?,Same,2,1,low,132,0.96,82,1.37,82,1.45,Yes,quiteSure,hit,1.777379035949707,NA
20,842!okf,False,5,2,unequal,STb_3_a2,P != T1?,Same,0,2,None,82,1.53,82,1.42,82,1.46,No,quiteSure,cr,1.5358448028564453,NA
21,842!okf,False,6,2,unequal,ST1_low_3_a2,P != T1?,Same,1,2,low,70,1.7,112,0.92,70,1.82,No,quiteSure,cr,2.296828031539917,NA
22,842!okf,False,7,2,unequal,ST2_low_2_a2,P != T1?,Same,2,2,low,132,1.0,82,1.61,82,1.36,Yes,quiteSure,hit,3.0191681385040283,NA
23,842!okf,False,8,2,unequal,ST2_high_6_a1,P != T1?,Same,2,1,high,132,1.02,96,1.16,96,1.18,Yes,quiteSure,hit,1.641768217086792,NA
24,842!okf,False,9,2,unequal,DT1_low_1_a1,P != T1?,Different,1,1,low,82,1.22,132,0.88,70,1.81,No,sure,cr,3.896536111831665,NA
25,842!okf,False,10,2,unequal,ST1_low_3_a1,P != T1?,Same,1,1,low,70,1.72,112,1.23,70,1.73,No,sure,cr,3.555914878845215,NA
26,842!okf,False,11,2,unequal,STb_1_a2,P != T1?,Same,0,2,None,60,1.55,60,1.97,60,1.57,No,sure,cr,0.4746890068054199,NA
27,842!okf,False,12,2,unequal,ST1_high_5_a2,P != T1?,Same,1,2,high,96,1.3,132,0.93,96,1.13,No,sure,cr,1.5808677673339844,NA
28,842!okf,False,13,2,unequal,ST2_low_3_a2,P != T2?,Same,2,2,low,70,1.52,112,0.97,112,1.22,No,sure,cr,7.381698131561279,NA
29,842!okf,False,14,2,unequal,ST1_high_2_a1,P != T2?,Same,1,1,high,112,0.92,82,1.44,112,0.98,Yes,sure,hit,1.6646409034729004,NA
30,842!okf,False,15,2,unequal,ST1_low_6_a1,P != T1?,Same,1,1,low,154,0.92,96,1.39,154,0.86,No,sure,cr,1.8899288177490234,NA
31,842!okf,False,16,2,unequal,ST2_low_4_a1,P != T1?,Same,2,1,low,112,0.95,70,1.68,70,1.59,Yes,sure,hit,1.7093842029571533,NA
32,842!okf,False,17,2,unequal,ST1_low_5_a2,P != T2?,Same,1,2,low,96,1.38,154,0.72,96,1.38,Yes,sure,hit,1.7126598358154297,NA
33,842!okf,False,18,2,unequal,ST2_high_1_a2,P != T2?,Same,2,2,high,82,1.4,112,1.05,112,0.94,No,sure,cr,1.9367809295654297,NA
34,842!okf,False,19,2,unequal,ST1_low_2_a1,P != T1?,Same,1,1,low,132,0.97,82,1.28,132,0.79,No,sure,cr,1.6392817497253418,NA
