,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,my9!h78,True,1,1,unequal,DT2_high_1_a1,P != T2?,Different,2,1,high,82,1.4,112,1.01,132,0.79,No,quiteSure,cr,23.92597198486328,NA
1,my9!h78,True,2,1,unequal,DT2_high_1_a1,P != T1?,Different,2,1,high,82,1.52,112,1.13,132,0.83,Yes,quiteSure,hit,3.796739101409912,NA
2,my9!h78,True,3,1,unequal,ST2_high_4_a1,P != T1?,Same,2,1,high,96,1.35,70,1.54,70,1.92,Yes,quiteSure,hit,6.426274061203003,NA
3,my9!h78,True,4,1,unequal,STb_5_a1,P != T2?,Same,0,1,None,112,1.01,112,1.36,112,1.13,No,quiteSure,cr,4.836221933364868,NA
4,my9!h78,True,5,1,unequal,ST1_low_3_a1,P != T1?,Same,1,1,low,70,1.51,112,1.12,70,1.28,No,sure,cr,3.663782835006714,NA
5,my9!h78,True,6,1,unequal,ST2_low_4_a1,P != T2?,Same,2,1,low,112,1.15,70,1.6,70,1.52,No,quiteSure,cr,6.24806022644043,NA
6,my9!h78,True,7,1,unequal,STb_4_a2,P != T2?,Same,0,2,None,96,1.43,96,1.13,96,1.57,No,quiteSure,cr,2.1982080936431885,NA
7,my9!h78,True,8,1,unequal,ST1_low_4_a1,P != T2?,Same,1,1,low,112,1.25,70,1.69,112,0.96,No,quiteSure,miss,4.474764108657837,NA
8,my9!h78,True,9,1,unequal,ST2_low_5_a2,P != T1?,Same,2,2,low,96,0.97,154,0.73,154,0.82,Yes,sure,hit,2.0000967979431152,NA
9,my9!h78,True,10,1,unequal,ST1_low_2_a2,P != T1?,Same,1,2,low,132,1.01,82,1.4,132,0.89,No,quiteSure,cr,3.8237829208374023,NA
10,my9!h78,True,11,1,unequal,ST1_high_6_a1,P != T2?,Same,1,1,high,132,0.85,96,1.53,132,0.96,No,quiteSure,miss,3.9915988445281982,NA
11,my9!h78,True,12,1,unequal,STb_4_a2,P != T1?,Same,0,2,None,96,1.01,96,1.2,96,1.22,No,sure,cr,3.0308749675750732,NA
12,my9!h78,True,13,1,unequal,ST2_low_1_a1,P != T2?,Same,2,1,low,82,1.47,132,0.75,132,0.9,No,unsure,cr,7.9200990200042725,NA
13,my9!h78,True,14,1,unequal,DT1_low_6_a1,P != T1?,Different,1,1,low,154,0.95,96,1.27,180,0.81,No,sure,cr,1.7935600280761719,NA
14,my9!h78,True,15,1,unequal,STb_7_a1,P != T1?,Same,0,1,None,154,0.77,154,0.82,154,0.83,No,sure,cr,1.5299477577209473,NA
15,my9!h78,True,16,1,unequal,DT1_high_4_a1,P != T2?,Different,1,1,high,96,1.31,70,1.62,112,0.92,Yes,quiteSure,hit,3.9567339420318604,0.75
16,my9!h78,False,1,1,unequal,ST2_high_5_a2,P != T1?,Same,2,2,high,96,1.3,132,0.95,132,0.9,Yes,sure,hit,2.2915539741516113,NA
17,my9!h78,False,2,1,unequal,ST2_low_3_a1,P != T1?,Same,2,1,low,70,1.74,112,1.14,112,1.17,Yes,unsure,hit,5.032757997512817,NA
18,my9!h78,False,3,1,unequal,ST2_high_2_a1,P != T1?,Same,2,1,high,112,1.03,82,1.56,82,1.41,Yes,quiteSure,hit,1.8643171787261963,NA
19,my9!h78,False,4,1,unequal,DT1_high_6_a2,P != T1?,Different,1,2,high,132,0.96,96,1.07,154,0.79,No,quiteSure,cr,5.548293828964233,NA
20,my9!h78,False,5,1,unequal,ST1_high_6_a2,P != T1?,Same,1,2,high,132,0.92,96,1.15,132,0.88,No,sure,cr,19.137370109558105,NA
21,my9!h78,False,6,1,unequal,ST1_high_5_a1,P != T1?,Same,1,1,high,96,1.28,132,0.88,96,1.35,No,sure,cr,2.4474029541015625,NA
22,my9!h78,False,7,1,unequal,ST1_high_2_a1,P != T1?,Same,1,1,high,112,1.06,82,1.51,112,1.11,No,quiteSure,cr,6.406222105026245,NA
23,my9!h78,False,8,1,unequal,ST1_high_5_a1,P != T2?,Same,1,1,high,96,1.4,132,0.93,96,1.3,Yes,sure,hit,11.12749695777893,NA
24,my9!h78,False,9,1,unequal,STb_6_a1,P != T1?,Same,0,1,None,132,0.96,132,0.82,132,1.02,No,sure,cr,9.08237886428833,NA
25,my9!h78,False,10,1,unequal,ST1_low_1_a2,P != T1?,Same,1,2,low,82,1.61,132,0.78,82,1.48,No,sure,cr,3.1211440563201904,NA
26,my9!h78,False,11,1,unequal,ST2_high_6_a1,P != T2?,Same,2,1,high,132,0.84,96,1.15,96,1.11,No,sure,cr,2.9176278114318848,NA
