,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,!0u3he5,True,1,1,equal,DT1_high_5_a2,P = T2?,Different,1,2,high,96,1.24,132,1.0,82,1.39,No,unsure,cr,2.6299550533294678,NA
1,!0u3he5,True,2,1,equal,ST2_low_3_a1,P = T2?,Same,2,1,low,70,1.52,112,1.21,112,1.02,Yes,quiteSure,hit,2.249340057373047,NA
2,!0u3he5,True,3,1,equal,DT1_high_2_a1,P = T1?,Different,1,1,high,112,0.94,82,1.32,132,1.0,No,quiteSure,miss,2.8128089904785156,NA
3,!0u3he5,True,4,1,equal,STb_2_a1,P = T2?,Same,0,1,None,70,1.63,70,1.74,70,1.45,No,unsure,miss,3.150139808654785,NA
4,!0u3he5,True,5,1,equal,DT2_high_5_a2,P = T2?,Different,2,2,high,96,1.42,132,0.84,154,0.88,Yes,quiteSure,hit,1.348280906677246,NA
5,!0u3he5,True,6,1,equal,ST2_low_1_a2,P = T2?,Same,2,2,low,82,1.3,132,0.77,132,1.1,Yes,quiteSure,hit,1.3944470882415771,NA
6,!0u3he5,True,7,1,equal,STb_4_a1,P = T1?,Same,0,1,None,96,1.24,96,1.16,96,1.58,Yes,unsure,hit,1.192854881286621,NA
7,!0u3he5,True,8,1,equal,ST2_high_1_a2,P = T1?,Same,2,2,high,82,1.2,112,1.07,112,0.99,No,sure,cr,1.9125549793243408,NA
8,!0u3he5,True,9,1,equal,ST1_high_1_a1,P = T2?,Same,1,1,high,82,1.38,112,0.92,82,1.41,No,quiteSure,cr,2.368175983428955,NA
9,!0u3he5,True,10,1,equal,ST1_low_1_a2,P = T2?,Same,1,2,low,82,1.24,132,1.0,82,1.51,No,sure,cr,1.7564938068389893,NA
10,!0u3he5,True,11,1,equal,DT1_high_3_a1,P = T1?,Different,1,1,high,70,1.74,96,1.1,60,1.97,Yes,quiteSure,hit,1.374673843383789,NA
11,!0u3he5,True,12,1,equal,ST1_low_2_a2,P = T1?,Same,1,2,low,132,0.73,82,1.42,132,0.93,Yes,quiteSure,hit,1.0814857482910156,NA
