,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,u09bc!8,True,1,2,equal,ST2_high_6_a2,P = T2?,Same,2,2,high,132,1.06,96,0.97,96,1.05,No,unsure,miss,4.648888826370239,NA
1,u09bc!8,True,2,2,equal,DT2_low_3_a2,P = T2?,Different,2,2,low,70,1.69,112,1.04,132,0.82,No,quiteSure,miss,2.6987838745117188,NA
2,u09bc!8,True,3,2,equal,ST1_low_2_a2,P = T2?,Same,1,2,low,132,0.96,82,1.42,132,1.1,No,quiteSure,cr,1.9833550453186035,NA
3,u09bc!8,True,4,2,equal,DT2_high_2_a2,P = T2?,Different,2,2,high,112,1.08,82,1.34,70,1.84,Yes,quiteSure,hit,3.376472234725952,NA
4,u09bc!8,True,5,2,equal,DT2_high_1_a1,P = T1?,Different,2,1,high,82,1.54,112,1.11,132,0.83,No,quiteSure,cr,1.7575271129608154,NA
5,u09bc!8,True,6,2,equal,ST2_low_1_a2,P = T1?,Same,2,2,low,82,1.13,132,0.86,132,1.15,No,unsure,cr,3.3110880851745605,NA
6,u09bc!8,True,7,2,equal,ST2_high_5_a1,P = T2?,Same,2,1,high,96,1.53,132,0.74,132,0.89,Yes,unsure,hit,1.75587797164917,NA
7,u09bc!8,True,8,2,equal,STb_4_a1,P = T1?,Same,0,1,None,96,1.19,96,1.12,96,1.25,No,quiteSure,miss,2.818192958831787,NA
8,u09bc!8,True,9,2,equal,ST1_low_3_a1,P = T2?,Same,1,1,low,70,1.64,112,1.19,70,1.42,No,unsure,cr,1.7116830348968506,NA
9,u09bc!8,True,10,2,equal,STb_3_a2,P = T2?,Same,0,2,None,82,1.5,82,1.22,82,1.62,Yes,quiteSure,hit,2.0957601070404053,NA
10,u09bc!8,True,11,2,equal,ST2_low_3_a1,P = T1?,Same,2,1,low,70,1.35,112,1.3,112,1.09,No,unsure,cr,1.779520034790039,NA
11,u09bc!8,True,12,2,equal,DT2_high_1_a2,P = T1?,Different,2,2,high,82,1.38,112,0.97,132,0.95,No,unsure,cr,3.6507768630981445,NA
12,u09bc!8,True,13,2,equal,STb_6_a1,P = T2?,Same,0,1,None,132,1.01,132,0.82,132,0.94,Yes,unsure,hit,1.2630536556243896,NA
13,u09bc!8,True,14,2,equal,ST1_high_2_a2,P = T1?,Same,1,2,high,112,1.0,82,1.57,112,1.03,Yes,quiteSure,hit,1.977553129196167,NA
14,u09bc!8,True,15,2,equal,ST1_high_6_a2,P = T1?,Same,1,2,high,132,0.79,96,1.28,132,0.91,Yes,quiteSure,hit,1.6906330585479736,NA
15,u09bc!8,True,16,2,equal,STb_2_a2,P = T1?,Same,0,2,None,70,1.79,70,1.46,70,1.4,Yes,quiteSure,hit,1.7980539798736572,0.625
16,u09bc!8,False,1,2,equal,ST1_high_6_a2,P = T1?,Same,1,2,high,132,0.79,96,1.28,132,0.91,No,sure,miss,1.664003849029541,NA
17,u09bc!8,False,2,2,equal,ST2_low_4_a1,P = T2?,Same,2,1,low,112,1.05,70,1.59,70,1.48,Yes,unsure,hit,1.5071160793304443,NA
18,u09bc!8,False,3,2,equal,ST2_low_2_a2,P = T1?,Same,2,2,low,132,0.9,82,1.31,82,1.39,No,quiteSure,cr,1.530851125717163,NA
19,u09bc!8,False,4,2,equal,ST1_low_3_a2,P = T1?,Same,1,2,low,70,1.48,112,1.13,70,1.58,No,sure,miss,1.1283199787139893,NA
20,u09bc!8,False,5,2,equal,ST2_high_2_a1,P = T2?,Same,2,1,high,112,1.13,82,1.33,82,1.6,Yes,unsure,hit,1.0807931423187256,NA
21,u09bc!8,False,6,2,equal,ST1_high_4_a1,P = T2?,Same,1,1,high,96,1.1,70,1.5,96,1.16,No,sure,cr,4.2324440479278564,NA
22,u09bc!8,False,7,2,equal,ST2_high_6_a1,P = T1?,Same,2,1,high,132,0.79,96,1.16,96,1.26,Yes,unsure,fa,0.970210075378418,NA
23,u09bc!8,False,8,2,equal,ST1_low_3_a2,P = T2?,Same,1,2,low,70,1.48,112,0.96,70,1.75,No,quiteSure,cr,2.9000422954559326,NA
24,u09bc!8,False,9,2,equal,ST1_high_3_a1,P = T1?,Same,1,1,high,70,1.84,96,1.27,70,1.57,No,unsure,miss,5.965140104293823,NA
25,u09bc!8,False,10,2,equal,ST1_high_5_a1,P = T1?,Same,1,1,high,96,1.17,132,0.88,96,1.28,Yes,unsure,hit,3.2207858562469482,NA
26,u09bc!8,False,11,2,equal,ST1_low_6_a1,P = T2?,Same,1,1,low,154,0.76,96,1.23,154,0.88,No,quiteSure,cr,0.401824951171875,NA
27,u09bc!8,False,12,2,equal,ST1_high_2_a1,P = T2?,Same,1,1,high,112,1.07,82,1.58,112,1.08,No,quiteSure,cr,2.751993179321289,NA
28,u09bc!8,False,13,2,equal,ST2_low_6_a1,P = T1?,Same,2,1,low,154,0.74,96,1.41,96,1.37,Yes,unsure,fa,4.06302809715271,NA
29,u09bc!8,False,14,2,equal,ST1_high_2_a1,P = T1?,Same,1,1,high,112,1.06,82,1.5,112,1.07,Yes,sure,hit,2.723358392715454,NA
30,u09bc!8,False,15,2,equal,ST2_high_1_a1,P = T1?,Same,2,1,high,82,1.64,112,0.92,112,0.94,Yes,unsure,fa,1.4881501197814941,NA
31,u09bc!8,False,16,2,equal,ST2_low_4_a2,P = T1?,Same,2,2,low,112,1.15,70,1.7,70,1.6,No,quiteSure,cr,1.6238410472869873,NA
32,u09bc!8,False,17,2,equal,ST1_low_4_a2,P = T1?,Same,1,2,low,112,1.18,70,1.46,112,0.92,Yes,unsure,hit,1.0159969329833984,NA
