,pcode,practice,trial,block,questionType,condition,question,PTS,TargetPosition,AccessoryPosition,TNS,T1_hz,T1_amp,T2_hz,T2_amp,P_hz,P_amp,response_dicho,response_rating,response_sdt,rt,P_correct
0,#pq0o45,True,1,1,unequal,ST1_high_3_a1,P != T2?,Same,1,1,high,70,1.62,96,1.29,70,1.93,Yes,unsure,hit,13.897576808929443,NA
1,#pq0o45,True,2,1,unequal,DT2_low_4_a2,P != T2?,Different,2,2,low,112,0.98,70,1.4,60,1.77,Yes,quiteSure,fa,5.042560815811157,NA
2,#pq0o45,True,3,1,unequal,DT1_low_2_a2,P != T1?,Different,1,2,low,132,0.95,82,1.53,154,0.93,No,quiteSure,cr,6.616526126861572,NA
3,#pq0o45,True,4,1,unequal,ST1_low_6_a2,P != T1?,Same,1,2,low,154,0.87,96,1.35,154,0.74,No,quiteSure,cr,5.598997116088867,NA
4,#pq0o45,True,5,1,unequal,ST1_high_6_a2,P != T1?,Same,1,2,high,132,0.73,96,1.1,132,0.89,Yes,sure,fa,4.502829074859619,NA
5,#pq0o45,True,6,1,unequal,STb_2_a1,P != T2?,Same,0,1,None,70,1.82,70,1.71,70,1.74,No,sure,cr,8.351924180984497,NA
6,#pq0o45,True,7,1,unequal,ST2_high_6_a1,P != T1?,Same,2,1,high,132,1.02,96,1.46,96,1.16,Yes,quiteSure,hit,4.658576965332031,NA
7,#pq0o45,True,8,1,unequal,ST1_low_1_a2,P != T2?,Same,1,2,low,82,1.61,132,0.88,82,1.52,Yes,quiteSure,hit,3.2980051040649414,NA
8,#pq0o45,True,9,1,unequal,STb_1_a2,P != T1?,Same,0,2,None,60,2.04,60,1.96,60,1.52,Yes,unsure,fa,3.6265249252319336,NA
9,#pq0o45,True,10,1,unequal,STb_8_a1,P != T1?,Same,0,1,None,180,0.77,180,0.79,180,0.92,No,quiteSure,cr,6.593477249145508,NA
10,#pq0o45,True,11,1,unequal,ST2_high_4_a1,P != T2?,Same,2,1,high,96,0.94,70,1.46,70,1.32,No,quiteSure,cr,5.666347980499268,NA
11,#pq0o45,True,12,1,unequal,ST2_high_6_a2,P != T1?,Same,2,2,high,132,0.89,96,1.17,96,1.1,Yes,sure,hit,3.6015238761901855,NA
12,#pq0o45,True,13,1,unequal,DT2_high_5_a1,P != T1?,Different,2,1,high,96,1.35,132,0.83,154,0.71,Yes,quiteSure,hit,3.172144889831543,NA
13,#pq0o45,True,14,1,unequal,DT2_low_2_a1,P != T2?,Different,2,1,low,132,0.83,82,1.31,70,1.49,No,quiteSure,cr,2.7697110176086426,NA
14,#pq0o45,True,15,1,unequal,STb_1_a1,P != T2?,Same,0,1,None,60,1.82,60,1.7,60,1.53,No,sure,cr,9.244837045669556,NA
15,#pq0o45,True,16,1,unequal,ST2_low_5_a2,P != T2?,Same,2,2,low,96,1.17,154,0.79,154,0.99,No,sure,cr,2.140800952911377,0.625
16,#pq0o45,False,1,1,unequal,ST1_low_4_a2,P != T2?,Same,1,2,low,112,1.02,70,1.45,112,0.93,Yes,quiteSure,hit,5.856036901473999,NA
